103079215235,MEMBER,<empty>,<empty>,OTHER,38,,<empty>,2602,OTHER,,,1,,std.uint8_t
103079215236,MEMBER,<empty>,<empty>,RANGE,45,,<empty>,2602,RANGE,,,2,,std.uint8_t
103079215237,MEMBER,<empty>,<empty>,ITERATOR,52,,<empty>,2602,ITERATOR,,,3,,std.uint8_t
103079215238,MEMBER,<empty>,<empty>,INDEX,62,,<empty>,2602,INDEX,,,4,,std.uint8_t
103079215239,MEMBER,<empty>,<empty>,* bodyTok = nullptr,20,,<empty>,2822,bodyTok,,,1,,Token*
103079215240,MEMBER,<empty>,<empty>,* loopVar = nullptr,20,,<empty>,2823,loopVar,,,2,,Token*
103079215241,MEMBER,<empty>,<empty>,* settings = nullptr,23,,<empty>,2824,settings,,,3,,Settings*
103079215242,MEMBER,<empty>,<empty>,varsChanged,30,,<empty>,2825,varsChanged,,,4,,std.set<int>
103079215243,MEMBER,<empty>,<empty>,unsafeUsage,47,,<empty>,1715,unsafeUsage,,,1,,std.list<CTU.FileInfo.UnsafeUsage>
103079215244,MEMBER,<empty>,<empty>,fileName,21,,<empty>,442,fileName,,,3,,std.string
103079215245,MEMBER,<empty>,<empty>,lineNumber,13,,<empty>,443,lineNumber,,,4,,int
103079215246,MEMBER,<empty>,<empty>,standard,40,,<empty>,105,standard,,,1,,std.uint8_t
103079215247,MEMBER,<empty>,<empty>,array,50,,<empty>,105,array,,,2,,std.uint8_t
103079215248,MEMBER,<empty>,<empty>,pointer,57,,<empty>,105,pointer,,,3,,std.uint8_t
103079215249,MEMBER,<empty>,<empty>,reference,66,,<empty>,105,reference,,,4,,std.uint8_t
103079215250,MEMBER,<empty>,<empty>,pointerArray,77,,<empty>,105,pointerArray,,,5,,std.uint8_t
103079215251,MEMBER,<empty>,<empty>,referenceArray,91,,<empty>,105,referenceArray,,,6,,std.uint8_t
103079215252,MEMBER,<empty>,<empty>,pointerPointer,107,,<empty>,105,pointerPointer,,,7,,std.uint8_t
103079215253,MEMBER,<empty>,<empty>,none,123,,<empty>,105,none,,,8,,std.uint8_t
103079215254,MEMBER,<empty>,<empty>,_aliases,30,,<empty>,135,_aliases,,,4,,std.set<int>
103079215255,MEMBER,<empty>,<empty>,_assignments,32,,<empty>,136,_assignments,,,5,,std.set<constScope*>
103079215256,MEMBER,<empty>,<empty>,* _var,23,,<empty>,138,_var,,,6,,Variable*
103079215257,MEMBER,<empty>,<empty>,* _lastAccess,20,,<empty>,139,_lastAccess,,,7,,Token*
103079215258,MEMBER,<empty>,<empty>,mType,22,,<empty>,140,mType,,,8,,Variables.VariableType
103079215259,MEMBER,<empty>,<empty>,_read,14,,<empty>,141,_read,,,9,,bool
103079215260,MEMBER,<empty>,<empty>,_write,14,,<empty>,142,_write,,,10,,bool
103079215261,MEMBER,<empty>,<empty>,_modified,14,,<empty>,143,_modified,,,11,,bool
103079215262,MEMBER,<empty>,<empty>,_allocateMemory,14,,<empty>,144,_allocateMemory,,,12,,bool
103079215263,MEMBER,<empty>,<empty>,mVarUsage,41,,<empty>,174,mVarUsage,,,6,,"std.map<int,VariableUsage>"
103079215264,MEMBER,<empty>,<empty>,* def{},18,,<empty>,223,def,,,6,,Token*
103079215265,MEMBER,<empty>,<empty>,* enumerator{},23,,<empty>,224,enumerator,,,7,,Enumerator*
103079215266,MEMBER,<empty>,<empty>,* function{},21,,<empty>,225,function,,,8,,Function*
103079215267,MEMBER,<empty>,<empty>,* scope{},18,,<empty>,226,scope,,,9,,Scope*
103079215268,MEMBER,<empty>,<empty>,* var{},21,,<empty>,227,var,,,10,,Variable*
103079215269,MEMBER,<empty>,<empty>,*mSettings = nullptr,24,,<empty>,230,mSettings,,,2,,Settings*
103079215270,MEMBER,<empty>,<empty>,*mSymbolDatabase = nullptr,24,,<empty>,231,mSymbolDatabase,,,3,,SymbolDatabase*
103079215271,MEMBER,<empty>,<empty>,enumValue = 0,13,,<empty>,233,enumValue,,,4,,int
103079215272,MEMBER,<empty>,<empty>,mNotScope,27,,<empty>,300,mNotScope,,,14,,std.set<Token*>
103079215273,MEMBER,<empty>,<empty>,scopeAccessControl,48,,<empty>,302,scopeAccessControl,,,15,,"std.map<constScope*,AccessControl>"
103079215274,MEMBER,<empty>,<empty>,mDeclMap,37,,<empty>,313,mDeclMap,,,17,,"std.map<std.string,Decl>"
103079215275,MEMBER,<empty>,<empty>,mNotFound,53,,<empty>,314,mNotFound,,,18,,"std.map<std.string,std.vector<Token*>>"
103079215276,MEMBER,<empty>,<empty>,mVarId = 0,13,,<empty>,315,mVarId,,,19,,int
103079215277,MEMBER,<empty>,<empty>,nodeType,21,,<empty>,326,nodeType,,,2,,std.string
103079215278,MEMBER,<empty>,<empty>,children,33,,<empty>,327,children,,,3,,std.vector<AstNodePtr>
103079215279,MEMBER,<empty>,<empty>,mFile  = 0,13,,<empty>,377,mFile,,,6,,int
103079215280,MEMBER,<empty>,<empty>,mLine  = 1,13,,<empty>,378,mLine,,,7,,int
103079215281,MEMBER,<empty>,<empty>,mCol   = 1,13,,<empty>,379,mCol,,,8,,int
103079215282,MEMBER,<empty>,<empty>,mExtTokens,34,,<empty>,380,mExtTokens,,,9,,std.vector<std.string>
