94489280646,LOCAL,,<iterator>13,5,,<empty>,2116,<iterator>13,,,0,,std.iterator
94489280647,LOCAL,,lib,5,,<empty>,2105,lib,,,0,,ANY
94489280648,LOCAL,,<iterator>12,5,,<empty>,2105,<iterator>12,,,0,,std.iterator
94489280649,LOCAL,,ErrorCode,35,,<empty>,2043,ErrorCode,,,0,,ErrorCode
94489280650,LOCAL,,Library,26,,<empty>,2043,Library,,,0,,Library
94489280651,LOCAL,,EXIT_FAILURE,58,,<empty>,1743,EXIT_FAILURE,,,0,,ANY
94489280652,LOCAL,,Result,16,,<empty>,385,Result,,,0,,Result
94489280653,LOCAL,,OutputFormat,52,,<empty>,1033,OutputFormat,,,0,,OutputFormat
94489280654,LOCAL,,Settings,29,,<empty>,381,Settings,,,0,,Settings
94489280655,LOCAL,,path,5,,<empty>,1605,path,,,0,,ANY
94489280656,LOCAL,,std,17,,<empty>,412,std,,,0,,std
94489280657,LOCAL,,<iterator>11,5,,<empty>,1605,<iterator>11,,,0,,std.iterator
94489280658,LOCAL,,Type,53,,<empty>,1078,Type,,,0,,Type
94489280659,LOCAL,,ImportProject,40,,<empty>,1154,ImportProject,,,0,,ImportProject
94489280660,LOCAL,,Checks,40,,<empty>,1582,Checks,,,0,,Checks
94489280661,LOCAL,,INT_MAX,32,,<empty>,1575,INT_MAX,,,0,,ANY
94489280662,LOCAL,,SHOWTIME_MODES,38,,<empty>,1392,SHOWTIME_MODES,,,0,,SHOWTIME_MODES
94489280663,LOCAL,,ReportType,40,,<empty>,1260,ReportType,,,0,,ReportType
94489280664,LOCAL,,string,42,,<empty>,473,string,,,0,,string
94489280665,LOCAL,,lib,17,,<empty>,1165,lib,,,0,,ANY
94489280666,LOCAL,,<iterator>10,17,,<empty>,1165,<iterator>10,,,0,,std.iterator
94489280667,LOCAL,,Platform,43,,<empty>,1078,Platform,,,0,,Platform
94489280668,LOCAL,,l,13,,<empty>,969,l,,,0,,ANY
94489280669,LOCAL,,<iterator>9,13,,<empty>,969,<iterator>9,,,0,,std.iterator
94489280670,LOCAL,,libs,38,,<empty>,968,libs,,,0,,ANY
94489280671,LOCAL,,Language,53,,<empty>,957,Language,,,0,,Language
94489280672,LOCAL,,Standards,42,,<empty>,957,Standards,,,0,,Standards
94489280673,LOCAL,,Certainty,40,,<empty>,863,Certainty,,,0,,Certainty
94489280674,LOCAL,,CheckLevel,39,,<empty>,381,CheckLevel,,,0,,CheckLevel
94489280675,LOCAL,,it,13,,<empty>,394,it,,,0,,Check*
94489280676,LOCAL,,<iterator>8,13,,<empty>,394,<iterator>8,,,0,,std.iterator
94489280677,LOCAL,cli/cmdlineparser.cpp:<lambda>7:this,this,20,,<empty>,362,this,,,0,,CmdLineParser*
94489280678,LOCAL,cli/cmdlineparser.cpp:<lambda>6:this,this,21,,<empty>,358,this,,,0,,CmdLineParser*
94489280679,LOCAL,,Language,50,,<empty>,218,Language,,,0,,Language
94489280680,LOCAL,,Standards,39,,<empty>,218,Standards,,,0,,Standards
94489280681,LOCAL,,f,13,,<empty>,324,f,,,0,,ANY
94489280682,LOCAL,,<iterator>7,9,,<empty>,349,<iterator>7,,,0,,std.iterator
94489280683,LOCAL,,<iterator>6,13,,<empty>,334,<iterator>6,,,0,,std.iterator
94489280684,LOCAL,,<iterator>5,13,,<empty>,324,<iterator>5,,,0,,std.iterator
94489280685,LOCAL,cli/cmdlineparser.cpp:<lambda>5:this,this,35,,<empty>,310,this,,,0,,CmdLineParser*
94489280686,LOCAL,cli/cmdlineparser.cpp:<lambda>4:name,name,44,,<empty>,301,name,,,0,,std.string&
94489280687,LOCAL,,pathname,9,,<empty>,278,pathname,,,0,,ANY
94489280688,LOCAL,,<iterator>4,9,,<empty>,278,<iterator>4,,,0,,std.iterator
94489280689,LOCAL,cli/cmdlineparser.cpp:<lambda>3:this,this,20,,<empty>,257,this,,,0,,CmdLineParser*
94489280690,LOCAL,cli/cmdlineparser.cpp:<lambda>2:this,this,21,,<empty>,253,this,,,0,,CmdLineParser*
94489280691,LOCAL,,fs,13,,<empty>,221,fs,,,0,,ANY
94489280692,LOCAL,,<iterator>3,9,,<empty>,244,<iterator>3,,,0,,std.iterator
94489280693,LOCAL,,<iterator>2,13,,<empty>,231,<iterator>2,,,0,,std.iterator
94489280694,LOCAL,,<iterator>1,13,,<empty>,221,<iterator>1,,,0,,std.iterator
94489280695,LOCAL,cli/cmdlineparser.cpp:<lambda>1:this,this,35,,<empty>,205,this,,,0,,CmdLineParser*
94489280696,LOCAL,,std,21,,<empty>,176,std,,,0,,std
94489280697,LOCAL,,Severity,50,,<empty>,175,Severity,,,0,,Severity
94489280698,LOCAL,,Result,10,,<empty>,147,Result,,,0,,Result
94489280699,LOCAL,,std,13,,<empty>,123,std,,,0,,std
94489280700,LOCAL,,templist,28,,<empty>,111,templist,,,0,,ANY
94489280701,LOCAL,,std,5,,<empty>,111,std,,,0,,std
94489280702,LOCAL,,std,18,,<empty>,67,std,,,0,,std
94489280703,LOCAL,,class Settings,7,,<empty>,32,Settings,,,1,,class
94489280704,LOCAL,,class Library,7,,<empty>,34,Library,,,3,,class
94489280705,LOCAL,,<iterator>1,13,,<empty>,90,<iterator>1,,,0,,std.iterator
94489280706,LOCAL,,finding,13,,<empty>,90,finding,,,0,,ANY&
94489280707,LOCAL,,<iterator>2,13,,<empty>,132,<iterator>2,,,0,,std.iterator
94489280708,LOCAL,,location,13,,<empty>,132,location,,,0,,ANY&
94489280709,LOCAL,,<iterator>3,13,,<empty>,152,<iterator>3,,,0,,std.iterator
