171798691879,TYPE_DECL,,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"StdLogger.reportOut:void(std.string&,Color)",1,cli/cppcheckexecutor.cpp,"StdLogger.reportOut:void(std.string&,Color)",<empty>,,false,587,reportOut,,,1
171798691880,TYPE_DECL,,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"StdLogger.reportProgress:void(std.string&,char[],std.size_t)",1,cli/cppcheckexecutor.cpp,"StdLogger.reportProgress:void(std.string&,char[],std.size_t)",<empty>,,false,596,reportProgress,,,1
171798691881,TYPE_DECL,,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,StdLogger.reportErr:void(ErrorMessage&),1,cli/cppcheckexecutor.cpp,StdLogger.reportErr:void(ErrorMessage&),<empty>,,false,620,reportErr,,,1
171798691882,TYPE_DECL,,cli/cppcheckexecutor.cpp:<global>,TYPE_DECL,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)",1,cli/cppcheckexecutor.cpp,"CppCheckExecutor.executeCommand:int(std.string,std.vector<std.string>,std.string,std.string&)",<empty>,,false,669,executeCommand,,,1
171798691883,TYPE_DECL,,cli/cppcheckexecutor.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/cppcheckexecutor.h,cli/cppcheckexecutor.h:<global>,<empty>,,false,1,<global>,,,5
171798691884,TYPE_DECL,,,,struct Suppressions,1,cli/cppcheckexecutor.h,Suppressions,<empty>,,false,31,Suppressions,,,4
171798691885,TYPE_DECL,,cli/executor.cpp:<global>,TYPE_DECL,"Executor.Executor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)",1,cli/executor.cpp,"Executor.Executor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)",<empty>,,false,33,Executor,,,1
171798691886,TYPE_DECL,,cli/executor.cpp:<global>,TYPE_DECL,Executor.hasToLog:bool(ErrorMessage&),1,cli/executor.cpp,Executor.hasToLog:bool(ErrorMessage&),<empty>,,false,41,hasToLog,,,1
171798691887,TYPE_DECL,,cli/executor.cpp:<global>,TYPE_DECL,"Executor.reportStatus:void(std.size_t,std.size_t,std.size_t,std.size_t)",1,cli/executor.cpp,"Executor.reportStatus:void(std.size_t,std.size_t,std.size_t,std.size_t)",<empty>,,false,64,reportStatus,,,1
171798691888,TYPE_DECL,,cli/executor.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/executor.cpp,cli/executor.cpp:<global>,<empty>,,false,1,<global>,,,10
171798691889,TYPE_DECL,,,,struct FileSettings,1,cli/executor.cpp,FileSettings,<empty>,,false,31,FileSettings,,,1
171798691890,TYPE_DECL,,cli/executor.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/executor.h,cli/executor.h:<global>,<empty>,,false,1,<global>,,,6
171798691891,TYPE_DECL,,,,struct Suppressions,1,cli/executor.h,Suppressions,<empty>,,false,31,Suppressions,,,4
171798691892,TYPE_DECL,,,,struct FileSettings,1,cli/executor.h,FileSettings,<empty>,,false,32,FileSettings,,,5
171798691893,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"addFiles2:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",1,cli/filelister.cpp,"addFiles2:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",<empty>,,false,49,addFiles2,,,1
171798691894,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"FileLister.addFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",1,cli/filelister.cpp,"FileLister.addFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",<empty>,,false,168,addFiles,,,1
171798691895,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"addFiles2:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",1,cli/filelister.cpp,"addFiles2:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",<empty>,,false,196,addFiles2,,,1
171798691896,TYPE_DECL,,cli/filelister.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/filelister.cpp,cli/filelister.cpp:<global>,<empty>,,false,1,<global>,,,16
171798691897,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"cli/filelister.cpp:<global>.FileLister.addFiles.<lambda>0:bool(FileWithDetails&,FileWithDetails&)",22,cli/filelister.cpp,"cli/filelister.cpp:<global>.FileLister.addFiles.<lambda>0:bool(FileWithDetails&,FileWithDetails&)",<empty>,std.function,false,295,<lambda>0,,,1
171798691898,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"FileLister.addFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",1,cli/filelister.cpp,"FileLister.addFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,bool,PathMatch&,bool)",<empty>,,false,281,addFiles,,,1
171798691899,TYPE_DECL,,cli/filelister.cpp:<global>,TYPE_DECL,"FileLister.recursiveAddFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,PathMatch&,bool)",1,cli/filelister.cpp,"FileLister.recursiveAddFiles:string(std.list<FileWithDetails>&,std.string&,std.set<std.string>&,PathMatch&,bool)",<empty>,,false,305,recursiveAddFiles,,,1
171798691900,TYPE_DECL,,cli/filelister.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/filelister.h,cli/filelister.h:<global>,<empty>,,false,1,<global>,,,4
171798691901,TYPE_DECL,,cli/main.cpp:<global>,TYPE_DECL,"main:int(int,char[]*)",1,cli/main.cpp,"main:int(int,char[]*)",<empty>,,false,77,main,,,1
171798691902,TYPE_DECL,,cli/main.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/main.cpp,cli/main.cpp:<global>,<empty>,,false,1,<global>,,,6
171798691903,TYPE_DECL,,cli/precompiled.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/precompiled.h,cli/precompiled.h:<global>,<empty>,,false,1,<global>,,,4
171798691904,TYPE_DECL,,,,enum class Color : std::uint8_t,1,cli/processexecutor.cpp,Color,<empty>,,false,65,Color,,,1
171798691905,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,"ProcessExecutor.ProcessExecutor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&,CppCheck.ExecuteCmdFn)",1,cli/processexecutor.cpp,"ProcessExecutor.ProcessExecutor:ANY(std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&,CppCheck.ExecuteCmdFn)",<empty>,,false,71,ProcessExecutor,,,1
171798691906,TYPE_DECL,,,,"enum PipeSignal : std::uint8_t {REPORT_OUT='1',REPORT_ERROR='2',REPORT_SUPPR_INLINE='3',CHILD_END='5'}",9,cli/processexecutor.cpp,PipeWriter.PipeSignal,<empty>,,false,81,PipeSignal,,,1
171798691907,TYPE_DECL,,,,"class PipeWriter : public ErrorLogger {
    public:
        enum PipeSignal : std::uint8_t {REPORT_OUT='1',REPORT_ERROR='2',REPORT_SUPPR_INLINE='3',CHILD_END='5'};

        explicit PipeWriter(int pipe) : mWpipe(pipe) {}

        void reportOut(const std::string &outmsg, Color c) override {
            writeToPipe(REPORT_OUT, static_cast<char>(c) + outmsg);
        }

        void reportErr(const ErrorMessage &msg) override {
            writeToPipe(REPORT_ERROR, msg.serialize());
        }

        void writeSuppr(const SuppressionList &supprs) const {
            for (const auto& suppr : supprs.getSuppressions())
            {
                if (!suppr.isInline)
                    continue;

                writeToPipe(REPORT_SUPPR_INLINE, suppressionToString(suppr));
            }
            // TODO: update suppression states?
        }

        void writeEnd(const std::string& str) const {
            writeToPipe(CHILD_END, str);
        }

    private:
        static std::st...",5,cli/processexecutor.cpp,PipeWriter,<empty>,ErrorLogger,false,79,PipeWriter,,,1
171798691908,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,"ProcessExecutor.handleRead:bool(int,unsigned int&,std.string&)",1,cli/processexecutor.cpp,"ProcessExecutor.handleRead:bool(int,unsigned int&,std.string&)",<empty>,,false,156,handleRead,,,1
171798691909,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,ProcessExecutor.checkLoadAverage:bool(size_t),1,cli/processexecutor.cpp,ProcessExecutor.checkLoadAverage:bool(size_t),<empty>,,false,264,checkLoadAverage,,,1
171798691910,TYPE_DECL,,cli/processexecutor.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/processexecutor.cpp,cli/processexecutor.cpp:<global>,<empty>,,false,1,<global>,,,31
171798691911,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,"cli/processexecutor.cpp:<global>.ProcessExecutor.check.<lambda>0:ANY(std.size_t,FileWithDetails&)",103,cli/processexecutor.cpp,"cli/processexecutor.cpp:<global>.ProcessExecutor.check.<lambda>0:ANY(std.size_t,FileWithDetails&)",<empty>,std.function,false,291,<lambda>0,,,1
171798691912,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,cli/processexecutor.cpp:<global>.ProcessExecutor.check.<lambda>1:bool(FileWithDetails&),94,cli/processexecutor.cpp,cli/processexecutor.cpp:<global>.ProcessExecutor.check.<lambda>1:bool(FileWithDetails&),<empty>,std.function,false,389,<lambda>1,,,1
171798691913,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,ProcessExecutor.check:unsigned int(),1,cli/processexecutor.cpp,ProcessExecutor.check:unsigned int(),<empty>,,false,286,check,,,1
171798691914,TYPE_DECL,,cli/processexecutor.cpp:<global>,TYPE_DECL,"ProcessExecutor.reportInternalChildErr:void(std.string&,std.string&)",1,cli/processexecutor.cpp,"ProcessExecutor.reportInternalChildErr:void(std.string&,std.string&)",<empty>,,false,449,reportInternalChildErr,,,1
171798691915,TYPE_DECL,,cli/processexecutor.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/processexecutor.h,cli/processexecutor.h:<global>,<empty>,,false,1,<global>,,,6
171798691916,TYPE_DECL,,,,struct Suppressions,1,cli/processexecutor.h,Suppressions,<empty>,,false,31,Suppressions,,,3
171798691917,TYPE_DECL,,,,struct FileSettings,1,cli/processexecutor.h,FileSettings,<empty>,,false,32,FileSettings,,,4
171798691918,TYPE_DECL,,cli/sehwrapper.cpp:<global>,TYPE_DECL,set_seh_output:void(FILE*),1,cli/sehwrapper.cpp,set_seh_output:void(FILE*),<empty>,,false,31,set_seh_output,,,1
171798691919,TYPE_DECL,,cli/sehwrapper.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/sehwrapper.cpp,cli/sehwrapper.cpp:<global>,<empty>,,false,1,<global>,,,6
171798691920,TYPE_DECL,,cli/sehwrapper.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/sehwrapper.h,cli/sehwrapper.h:<global>,<empty>,,false,1,<global>,,,3
171798691921,TYPE_DECL,,cli/signalhandler.cpp:<global>,TYPE_DECL,IsAddressOnStack:bool(void*),1,cli/signalhandler.cpp,IsAddressOnStack:bool(void*),<empty>,,false,72,IsAddressOnStack,,,1
171798691922,TYPE_DECL,,cli/signalhandler.cpp:<global>,TYPE_DECL,"CppcheckSignalHandler:void(int,siginfo_t*,void*)",1,cli/signalhandler.cpp,"CppcheckSignalHandler:void(int,siginfo_t*,void*)",<empty>,,false,112,CppcheckSignalHandler,,,1
171798691923,TYPE_DECL,,cli/signalhandler.cpp:<global>,TYPE_DECL,register_signal_handler:void(FILE*),1,cli/signalhandler.cpp,register_signal_handler:void(FILE*),<empty>,,false,303,register_signal_handler,,,1
171798691924,TYPE_DECL,,cli/signalhandler.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/signalhandler.cpp,cli/signalhandler.cpp:<global>,<empty>,,false,1,<global>,,,16
171798691925,TYPE_DECL,"std.map<int,std.string>",,,"using Signalmap_t = std::map<int, std::string>;",1,cli/signalhandler.cpp,Signalmap_t,<empty>,,false,89,Signalmap_t,,,11
171798691926,TYPE_DECL,,cli/signalhandler.h:<global>,NAMESPACE_BLOCK,<global>,1,cli/signalhandler.h,cli/signalhandler.h:<global>,<empty>,,false,1,<global>,,,3
171798691927,TYPE_DECL,,cli/singleexecutor.cpp:<global>,TYPE_DECL,"SingleExecutor.SingleExecutor:ANY(CppCheck&,std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)",1,cli/singleexecutor.cpp,"SingleExecutor.SingleExecutor:ANY(CppCheck&,std.list<FileWithDetails>&,std.list<FileSettings>&,Settings&,Suppressions&,ErrorLogger&)",<empty>,,false,33,SingleExecutor,,,1
171798691928,TYPE_DECL,,cli/singleexecutor.cpp:<global>,NAMESPACE_BLOCK,<global>,1,cli/singleexecutor.cpp,cli/singleexecutor.cpp:<global>,<empty>,,false,1,<global>,,,10
